Number_Plate,Vehicle_Type,Model,Part_Name,Category,Supplier,Purchase_Cost,Service_Date,Issue_Reported,Service_Type,Fuel_Consumed_Litres,Distance_Covered_KM,Insurance_Cost,Cost_of_Ownership,REG. NO.,Type_of_Service
KBC 342B,Truck,ASHOK LEYLAND,Radiator,Cooling System,AutoGen_7,8874.86,12/12/2024,Overheating,Breakdown,455.33,1580.75,24479.49,49381.83,,Minor Service
KCC 653E,Truck,FAW,Tyre,Wheels,JKT,5763.79,05/30/2025,Puncture,Emergency,854.2,1978.6,28637.46,44827.86,,Minor Service
KBB 552F,Truck,FH,Oil Filter,Engine,AutoGen_4,12529.83,12/30/2024,Reduced engine performance,Preventive,119.26,308.51,29699.91,61128.13,,Major Service
KCA 556C,Truck,FAW,Oil Filter,Engine,JKT,10331.18,07/15/2024,Reduced engine performance,Emergency,187.76,544.37,20446.47,49554.03,,Major Service
KCC 407F,Truck,ASHOK LEYLAND,Oil Filter,Engine,AutoGen_10,11727.23,04/20/2025,Reduced engine performance,Emergency,578.48,1780.17,18409.79,46878.83,,Major Service
KBA 515D,Truck,FAW,Radiator,Cooling System,AutoGen_4,11154.27,09/07/2024,Overheating,Emergency,466.05,1426.84,26519.75,54949.13,,Minor Service
KCD 217D,Truck,ASHOK LEYLAND,Brake Pads,Braking System,AutoGen_2,3708.41,03/11/2024,Engine noise,Emergency,437.02,1398.58,24512.81,35765.48,,Major Service
KCD 894B,Truck,ASHOK LEYLAND,Battery,Electrical,AutoGen_6,14787.02,05/19/2025,Won't start,Preventive,292.14,1100.75,26761.87,58344.95,,Minor Service
KCC 617F,Truck,FH,Hydraulic Pump,Hydraulics,AutoGen_3,13518.83,08/09/2024,Fluid leakage,Preventive,668.29,1404.96,28057.94,46904.31,,Minor Service
KDC 746A,Truck,FAW,Brake Pads,Braking System,AutoGen_6,9508.65,01/18/2025,Engine noise,Emergency,832.78,1726.26,18317.73,43530.2,,Major Service
KDD 323H,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_9,12949.37,05/13/2025,Low power,Emergency,464.64,1500.15,15657.98,33822.18,,Minor Service
KCD 409D,Truck,ASHOK LEYLAND,Oil Filter,Engine,AutoGen_4,5555.09,08/30/2024,Reduced engine performance,Corrective,471.23,1393.62,7719.99,24247.43,,Major Service
KAC 673E,Truck,FH,Oil Filter,Engine,JKT,12083.93,08/17/2024,Oil leakage,Corrective,259.48,761.4,12908.43,39931.69,,Minor Service
KAD 167D,Truck,FAW,Fuel Pump,Fuel System,AutoGen_3,13075.34,05/25/2025,Low power,Emergency,201.16,725.99,6281.45,32057.42,,Minor Service
KAC 983C,Truck,FH,Radiator,Cooling System,AutoGen_10,5659.45,10/30/2024,Coolant leakage,Preventive,664.56,1390.58,12607.27,30359.91,,Minor Service
KBB 640B,Truck,FH,Radiator,Cooling System,AutoGen_9,12339.01,03/12/2024,Coolant leakage,Preventive,170.97,360.4,17975.76,37021.62,,Minor Service
KDB 336E,Truck,FH,Alternator,Electrical,AutoGen_5,7123.81,02/01/2025,No power output,Breakdown,328.55,700.74,13995.74,38981.57,,Minor Service
KBD 402A,Truck,FAW,Tyre,Wheels,JKT,11890.57,02/24/2025,Tyre burst,Corrective,188.85,424.19,28776.48,51148.82,,Minor Service
KBC 486F,Truck,ASHOK LEYLAND,Radiator,Cooling System,AutoGen_6,13993.62,10/13/2024,Overheating,Emergency,581.69,1801.48,18693.3,50560.02,,Minor Service
KAB 184G,Truck,FH,Hydraulic Pump,Hydraulics,AutoGen_5,12457.62,07/01/2025,Low pressure,Emergency,144.9,548.93,14773.27,33377.3,,Minor Service
KBD 340H,Truck,FH,Spark Plug,Ignition,AutoGen_3,12320.46,07/21/2024,Engine noise,Breakdown,317.94,1045.2,14168.83,36740.77,,Major Service
KDC 152B,Truck,FAW,Air Filter,Air Intake,AutoGen_10,5987.58,09/21/2024,Clogged filter,Preventive,475.97,1080.39,16844.84,29495.25,,Minor Service
KBB 838A,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_9,12859.41,01/11/2024,Overheating,Preventive,372.04,868.41,20106.49,52277.31,,Minor Service
KBD 714E,Truck,FH,Battery,Electrical,AutoGen_5,7416.53,11/06/2025,Battery issue,Corrective,886.55,1899.1,16093.58,35761.92,,Minor Service
KBD 251D,Truck,FAW,Oil Filter,Engine,AutoGen_8,5939.75,02/12/2024,Oil leakage,Breakdown,250.51,875.22,26504.94,42493.15,,Minor Service
KCA 365E,Truck,FH,Hydraulic Pump,Hydraulics,AutoGen_7,5148.94,11/10/2024,Hydraulic issue,Preventive,54.43,136.47,28129.35,46530.57,,Minor Service
KAB 556D,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_6,8111.15,06/08/2024,Low power,Preventive,354.65,770.36,27653.6,46937.63,,Minor Service
KDD 558B,Truck,FAW,Radiator,Cooling System,AutoGen_6,1703.16,03/25/2025,Coolant leakage,Preventive,83.8,211.06,7484.96,24318.67,,Minor Service
KCC 406E,Truck,FAW,Battery,Electrical,AutoGen_8,14258.45,01/22/2025,Low voltage,Preventive,218.4,660.07,13807.04,46626.53,,Minor Service
KDB 518G,Truck,FAW,Air Filter,Air Intake,AutoGen_3,8225.75,05/03/2025,Reduced air intake,Breakdown,170.71,396.03,23900.77,49099.37,,Minor Service
KCD 216H,Truck,FH,Air Filter,Air Intake,AutoGen_4,10416.47,01/21/2025,Clogged filter,Corrective,211.54,778.26,26026.14,46886.04,,Minor Service
KAB 100F,Truck,FAW,Battery,Electrical,AutoGen_9,11314.29,06/05/2025,Battery issue,Corrective,382.05,1141.9,24649.69,50234.22,,Minor Service
KDB 959G,Truck,FH,Fuel Pump,Fuel System,AutoGen_6,9162.52,06/08/2024,Engine noise,Preventive,632.62,1582.82,21411.4,44402.55,,Major Service
KAB 368H,Truck,ASHOK LEYLAND,Air Filter,Air Intake,AutoGen_4,8714.56,08/29/2024,Reduced air intake,Breakdown,340.0,971.94,29372.99,47881.67,,Minor Service
KAD 215G,Truck,FAW,Air Filter,Air Intake,AutoGen_2,13139.76,12/23/2024,Clogged filter,Preventive,107.91,254.77,15420.04,34272.74,,Minor Service
KCB 699D,Truck,FAW,Air Filter,Air Intake,AutoGen_9,10284.52,10/15/2024,Clogged filter,Preventive,395.85,1153.75,18405.45,45407.39,,Minor Service
KAA 244F,Truck,ASHOK LEYLAND,Oil Filter,Engine,AutoGen_9,8355.29,01/31/2025,Reduced engine performance,Preventive,159.79,609.78,22492.21,47348.88,,Major Service
KAC 193G,Truck,ASHOK LEYLAND,Spark Plug,Ignition,AutoGen_7,13370.46,05/02/2025,Hydraulic issue,Corrective,134.38,466.04,9678.42,34287.48,,Minor Service
KDD 524H,Truck,FAW,Oil Filter,Engine,AutoGen_5,9582.61,10/30/2024,Reduced engine performance,Emergency,63.07,193.37,23653.61,42269.19,,Major Service
KBD 337H,Truck,FAW,Hydraulic Pump,Hydraulics,AutoGen_10,13660.27,10/13/2024,Fluid leakage,Emergency,373.72,1027.16,11118.36,34642.97,,Minor Service
KAD 423D,Truck,FAW,Alternator,Electrical,AutoGen_3,4058.98,06/02/2025,Overcharging,Corrective,777.97,1731.19,27492.44,50294.05,,Minor Service
KCA 878G,Truck,FAW,Tyre,Wheels,JKT,14161.69,06/05/2025,New tyre,Corrective,793.5,1811.83,19266.86,39272.86,,Minor Service
KBB 529G,Truck,FH,Battery,Electrical,AutoGen_1,13121.04,11/04/2025,Low voltage,Corrective,89.42,328.32,24041.84,54487.59,,Minor Service
KBD 535B,Truck,ASHOK LEYLAND,Spark Plug,Ignition,AutoGen_5,8467.22,04/02/2025,Hydraulic issue,Preventive,178.54,568.65,13123.12,37772.77,,Minor Service
KCC 328D,Truck,FH,Radiator,Cooling System,AutoGen_4,6198.83,06/23/2024,Overheating,Breakdown,344.65,1262.99,5534.71,20983.3,,Minor Service
KBB 125E,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_3,5936.22,09/27/2024,Overheating,Corrective,552.18,1914.68,19001.58,44482.99,,Minor Service
KBD 228A,Truck,FAW,Tyre,Wheels,JKT,13809.4,11/08/2024,Tyre burst,Preventive,391.68,1502.92,6947.75,32554.65,,Minor Service
KCC 630G,Truck,ASHOK LEYLAND,Alternator,Electrical,AutoGen_6,3160.37,07/01/2025,No power output,Corrective,597.1,1518.54,15195.18,30447.83,,Minor Service
KDC 793A,Truck,FH,Spark Plug,Ignition,AutoGen_6,3800.23,09/28/2024,Hydraulic issue,Preventive,539.34,1976.42,14519.85,29744.86,,Minor Service
KDC 918C,Truck,FAW,Alternator,Electrical,AutoGen_2,14065.65,11/12/2024,No power output,Preventive,119.49,459.18,23610.88,57234.41,,Minor Service
KAC 327B,Truck,ASHOK LEYLAND,Radiator,Cooling System,AutoGen_3,14656.51,03/14/2025,Overheating,Corrective,480.89,1900.13,22823.59,52743.96,,Minor Service
KCA 673A,Truck,FH,Brake Pads,Braking System,AutoGen_5,3868.12,08/26/2024,Hydraulic issue,Preventive,229.54,875.64,15741.65,39313.91,,Minor Service
KAB 132H,Truck,ASHOK LEYLAND,Battery,Electrical,AutoGen_3,13277.98,09/15/2024,Battery issue,Emergency,447.23,1469.06,9681.77,28009.52,,Minor Service
KCC 539H,Truck,ASHOK LEYLAND,Fuel Pump,Fuel System,AutoGen_8,6489.55,10/10/2024,Low power,Emergency,109.68,364.73,13860.95,26958.59,,Minor Service
KDA 495C,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_1,3352.64,09/16/2024,Hydraulic issue,Emergency,19.69,193.13,20626.77,33567.09,,Minor Service
KCC 348D,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_6,13813.88,03/26/2025,Hydraulic issue,Preventive,107.69,1459.28,20534.51,39710.9,,Minor Service
KBD 909B,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_9,4697.65,09/13/2024,Hydraulic issue,Breakdown,129.31,1902.94,23367.8,41649.02,,Minor Service
KBA 366H,Light vehicle,Probox,Spark Plug,Ignition,AutoGen_4,12230.42,05/11/2024,Overheating,Preventive,183.66,1709.53,5928.76,26021.01,,Minor Service
KBA 956H,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_4,2351.6,02/24/2025,Won't start,Emergency,89.55,749.55,21819.92,29457.52,,Minor Service
KDA 449C,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_5,1797.98,01/01/2025,Engine noise,Preventive,59.71,868.33,14365.55,24833.37,,Major Service
KAB 169E,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_4,11463.93,03/12/2024,Overheating,Emergency,168.58,1406.49,28964.69,60062.9,,Minor Service
KAD 953D,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_6,3004.26,09/11/2024,No power output,Preventive,132.63,1916.51,19819.17,31390.6,,Minor Service
KCB 203F,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_3,7577.26,07/11/2024,Hydraulic issue,Breakdown,28.22,231.51,8501.05,31155.18,,Minor Service
KCB 785C,Light vehicle,Probox,Battery,Electrical,AutoGen_10,11990.72,05/27/2025,Won't start,Corrective,61.91,519.28,27068.88,49317.24,,Minor Service
KBB 800G,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_3,5550.74,05/08/2024,Reduced air intake,Breakdown,77.03,980.73,9758.37,33244.73,,Minor Service
KCB 838E,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_2,2404.67,04/17/2025,Clogged filter,Preventive,95.73,1182.44,16622.99,24992.13,,Minor Service
KDC 667E,Light vehicle,Landcruiser,Tyre,Wheels,JKT,9851.89,02/22/2025,New tyre,Corrective,88.63,718.85,18108.05,44322.97,,Minor Service
KBC 924G,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_1,6887.72,03/29/2025,Clogged filter,Breakdown,96.27,906.91,15312.09,38104.9,,Minor Service
KBB 464B,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_9,6242.52,03/11/2024,Reduced air intake,Emergency,174.65,1406.51,21198.13,45490.77,,Minor Service
KDC 500A,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_6,1632.4,09/30/2024,Clogged filter,Breakdown,56.34,825.76,13105.36,32047.05,,Minor Service
KDB 994A,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_9,11595.96,03/19/2025,Coolant leakage,Breakdown,42.99,633.51,8702.46,29930.59,,Minor Service
KCB 632E,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_6,4185.12,11/07/2024,Overheating,Breakdown,68.94,853.58,16478.76,27224.73,,Minor Service
KBD 822F,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_6,1880.63,01/31/2025,Overheating,Breakdown,199.21,1598.09,9289.09,29467.59,,Minor Service
KDA 827H,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_7,4935.9,07/27/2024,Electrical failure,Emergency,77.44,1052.3,8792.13,24531.6,,Minor Service
KCB 501D,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_1,4487.15,01/12/2024,Engine noise,Preventive,72.79,923.73,18240.71,29087.15,,Major Service
KBB 677H,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_5,4944.53,03/14/2025,Overheating,Preventive,149.17,1408.05,27843.01,51926.55,,Minor Service
KDA 907A,Light vehicle,Probox,Brake Pads,Braking System,JKT,2136.06,10/27/2024,Engine noise,Preventive,110.5,1549.65,22730.84,36895.43,,Major Service
KBD 854E,Light vehicle,Probox,Alternator,Electrical,AutoGen_1,9306.66,08/03/2025,No power output,Breakdown,146.22,1762.0,15584.22,40745.6,,Minor Service
KCB 425A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_8,7522.63,05/21/2025,Oil leakage,Breakdown,131.26,1851.37,17826.03,42124.3,,Minor Service
KDC 881A,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,JKT,3442.95,05/24/2025,Low pressure,Emergency,87.47,890.61,7461.14,30778.9,,Minor Service
KBD 739C,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_8,4020.4,02/09/2024,Electrical failure,Preventive,204.51,1678.62,26173.64,48055.66,,Minor Service
KAD 683H,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_9,14579.34,04/03/2025,Overheating,Corrective,137.22,1510.09,23250.05,45357.21,,Minor Service
KCA 478D,Light vehicle,Probox,Oil Filter,Engine,JKT,11631.82,03/21/2025,Reduced engine performance,Preventive,16.63,178.15,15913.77,45574.39,,Major Service
KCA 795E,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_9,14932.35,04/21/2025,Hydraulic issue,Corrective,104.24,1297.31,17361.12,42857.68,,Minor Service
KDC 428A,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_6,1901.42,06/30/2024,Clogged filter,Breakdown,50.15,498.76,12108.86,19296.25,,Minor Service
KCD 828G,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_6,6924.76,12/11/2024,Overheating,Corrective,21.32,314.33,13786.23,31324.54,,Minor Service
KAA 877A,Light vehicle,Landcruiser,Brake Pads,Braking System,JKT,7885.13,12/30/2024,Engine noise,Breakdown,75.95,724.52,6681.0,19620.97,,Major Service
KCA 817B,Light vehicle,Probox,Radiator,Cooling System,AutoGen_5,7032.93,09/02/2025,Overheating,Preventive,114.87,1088.83,15502.97,37147.68,,Minor Service
KDC 291E,Light vehicle,Landcruiser,Air Filter,Air Intake,JKT,10328.9,07/15/2024,Clogged filter,Breakdown,94.01,1275.18,12289.59,39586.85,,Minor Service
KDA 724E,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_7,10870.66,05/24/2025,Low voltage,Corrective,61.45,911.79,6365.04,35823.86,,Minor Service
KDC 617D,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_6,10523.05,03/19/2025,Reduced air intake,Corrective,92.3,1014.27,7998.53,26500.55,,Minor Service
KDD 406C,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_6,2667.41,10/24/2024,Overheating,Corrective,66.3,992.05,9282.64,17984.75,,Minor Service
KBB 571C,Light vehicle,Probox,Spark Plug,Ignition,AutoGen_6,9680.69,03/14/2025,Engine noise,Preventive,127.2,1070.6,9965.35,36817.99,,Major Service
KAC 736D,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_7,6333.88,08/31/2024,Overheating,Breakdown,65.15,625.62,25282.97,46857.75,,Minor Service
KAC 900C,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_9,8515.67,08/10/2024,Overheating,Breakdown,69.84,859.23,20227.42,42767.13,,Minor Service
KCA 816E,Light vehicle,Landcruiser,Tyre,Wheels,JKT,1808.74,02/23/2025,Puncture,Breakdown,123.87,1746.58,21102.56,30825.97,,Minor Service
KCB 361G,Light vehicle,Probox,Radiator,Cooling System,JKT,9992.59,03/12/2024,Coolant leakage,Emergency,33.62,403.6,6029.28,26383.83,,Minor Service
KCB 616A,Light vehicle,Landcruiser,Air Filter,Air Intake,JKT,10076.35,07/24/2024,Reduced air intake,Preventive,169.23,1902.43,6931.5,23562.42,,Minor Service
KBC 912E,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_2,14608.9,04/29/2025,Clogged filter,Breakdown,111.29,968.95,9132.12,35971.9,,Minor Service
KAA 120A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_3,13402.57,05/01/2025,Reduced engine performance,Preventive,96.75,1084.58,12603.12,42247.25,,Major Service
KBB 588D,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_7,1992.73,05/07/2024,Overheating,Preventive,83.22,1166.97,6126.99,16720.73,,Minor Service
KAC 155B,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_3,13791.99,10/10/2024,Hydraulic issue,Breakdown,64.86,938.84,11887.7,34730.47,,Minor Service
KCB 316C,Light vehicle,Probox,Tyre,Wheels,JKT,12372.99,10/28/2024,Puncture,Breakdown,117.75,1723.66,7967.92,33901.2,,Minor Service
KDC 748D,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_1,12286.32,11/17/2024,No power output,Corrective,113.27,1493.97,25947.8,54484.2,,Minor Service
KDD 289A,Light vehicle,Landcruiser,Oil Filter,Engine,AutoGen_3,11420.95,08/19/2024,Reduced engine performance,Corrective,125.36,1854.91,27428.54,49446.03,,Major Service
KDB 431B,Light vehicle,Probox,Tyre,Wheels,JKT,5263.76,03/18/2025,New tyre,Preventive,61.78,636.73,16682.35,31127.87,,Minor Service
KDD 802E,Light vehicle,Landcruiser,Tyre,Wheels,JKT,12625.24,04/11/2024,Tyre burst,Preventive,104.42,1343.33,14638.92,44598.55,,Minor Service
KBD 888D,Light vehicle,Probox,Hydraulic Pump,Hydraulics,AutoGen_7,9040.56,11/20/2024,Fluid leakage,Breakdown,73.61,1069.95,8605.25,31116.55,,Minor Service
KCB 807B,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_5,12120.2,07/11/2024,No power output,Corrective,189.26,1557.61,9166.91,34093.41,,Minor Service
KBB 961C,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_1,3945.38,02/08/2024,Coolant leakage,Emergency,75.42,1078.9,8132.46,30588.41,,Minor Service
KDB 275H,Light vehicle,Probox,Radiator,Cooling System,AutoGen_5,10542.43,03/17/2025,Overheating,Preventive,56.11,668.96,29313.32,59019.37,,Minor Service
KDD 575C,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_7,8993.57,05/02/2025,No power output,Breakdown,88.51,982.39,20588.94,43952.19,,Minor Service
KBA 546H,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_10,11200.65,06/19/2024,Hydraulic issue,Breakdown,34.82,462.35,11290.58,28430.11,,Minor Service
KCB 680F,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_4,2311.41,01/04/2025,Clogged filter,Breakdown,53.58,606.4,8744.01,23301.58,,Minor Service
KDB 726E,Light vehicle,Probox,Alternator,Electrical,AutoGen_10,6427.45,04/18/2025,No power output,Corrective,45.81,432.52,6078.01,20479.56,,Minor Service
KCB 110H,Light vehicle,Probox,Spark Plug,Ignition,JKT,5523.44,10/09/2024,Overheating,Emergency,107.43,1455.56,9776.83,33143.56,,Minor Service
KDC 461B,Light vehicle,Landcruiser,Air Filter,Air Intake,JKT,9958.46,07/13/2024,Clogged filter,Breakdown,172.75,1990.71,26933.43,53830.17,,Minor Service
KBC 548B,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,4062.08,01/02/2025,Fluid leakage,Preventive,27.49,383.4,6121.21,29848.82,,Minor Service
KCC 170G,Light vehicle,Probox,Battery,Electrical,AutoGen_6,3867.71,03/13/2025,Low voltage,Breakdown,71.67,843.78,23289.85,35696.09,,Minor Service
KDD 647B,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_5,5896.28,08/13/2024,No power output,Corrective,85.24,922.89,8337.13,25913.34,,Minor Service
KDC 813B,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_4,3230.65,12/24/2024,Overheating,Preventive,101.96,1021.2,18934.43,28044.29,,Minor Service
KDD 633F,Light vehicle,Probox,Radiator,Cooling System,AutoGen_1,13609.34,01/06/2025,Coolant leakage,Corrective,177.59,1789.02,14837.64,41728.27,,Minor Service
KBA 318A,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_5,4903.02,12/05/2025,Battery issue,Breakdown,165.33,1470.84,28088.61,40927.8,,Minor Service
KDA 728B,Light vehicle,Probox,Tyre,Wheels,JKT,13324.13,10/18/2024,New tyre,Emergency,160.82,1409.33,7196.16,36401.01,,Minor Service
KAA 623C,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_2,13737.25,01/01/2025,Reduced air intake,Corrective,72.18,837.17,8599.04,28157.47,,Minor Service
KCB 609F,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_3,4411.45,08/13/2024,Battery issue,Corrective,130.22,1398.63,9048.71,32359.26,,Minor Service
KDB 472F,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_4,12773.72,02/03/2025,Fluid leakage,Corrective,146.26,1562.84,7670.77,31281.44,,Minor Service
KDC 802D,Light vehicle,Probox,Oil Filter,Engine,AutoGen_5,4933.15,12/30/2024,Oil leakage,Breakdown,24.68,320.08,14858.47,32039.72,,Minor Service
KAC 364G,Light vehicle,Probox,Tyre,Wheels,JKT,14028.33,11/19/2024,Puncture,Breakdown,66.97,611.8,8358.97,34408.12,,Minor Service
KAB 198H,Light vehicle,Probox,Tyre,Wheels,JKT,3266.93,01/10/2024,Tyre burst,Emergency,166.75,1466.61,5107.5,18859.51,,Minor Service
KAD 431E,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_3,9954.84,04/04/2025,Battery issue,Preventive,124.92,1820.92,5182.69,30977.55,,Minor Service
KAC 706H,Light vehicle,Probox,Oil Filter,Engine,AutoGen_3,10368.77,02/05/2025,Reduced engine performance,Breakdown,58.06,867.68,16082.15,31896.72,,Major Service
KBC 986B,Light vehicle,Probox,Tyre,Wheels,JKT,9657.54,09/01/2025,New tyre,Emergency,109.39,914.45,6927.17,34532.01,,Minor Service
KDA 161H,Light vehicle,Probox,Oil Filter,Engine,AutoGen_8,5981.68,06/12/2024,Reduced engine performance,Corrective,201.07,1885.1,27448.52,46052.73,,Major Service
KCA 428D,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_3,11589.07,01/20/2025,Low power,Emergency,75.2,694.11,18766.18,43416.47,,Minor Service
KCD 431B,Light vehicle,Landcruiser,Brake Pads,Braking System,AutoGen_3,7826.41,08/30/2024,Low power,Emergency,56.27,489.32,23722.65,47010.34,,Minor Service
KCD 537B,Light vehicle,Landcruiser,Fuel Pump,Fuel System,AutoGen_5,7967.2,11/13/2024,Hydraulic issue,Preventive,99.89,1340.43,21391.23,45146.54,,Minor Service
KAB 445B,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_1,5297.69,06/09/2024,Low power,Emergency,36.04,453.45,11627.97,34028.04,,Minor Service
KDD 823C,Light vehicle,Probox,Air Filter,Air Intake,AutoGen_9,2663.61,06/23/2024,Clogged filter,Preventive,148.17,1330.6,14797.45,23194.49,,Minor Service
KBD 717B,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_7,2907.3,08/28/2024,Overheating,Breakdown,128.38,1507.43,16911.65,27011.68,,Minor Service
KDC 870A,Light vehicle,Probox,Oil Filter,Engine,AutoGen_5,12169.05,11/22/2024,Reduced engine performance,Preventive,138.81,1751.51,25760.22,50143.22,,Major Service
KCA 806D,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_7,13976.35,01/26/2025,Low pressure,Breakdown,7.46,104.64,23779.38,43368.54,,Minor Service
KAA 966F,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_2,10219.09,07/04/2025,Engine noise,Breakdown,111.28,1408.9,6969.28,36488.81,,Major Service
KCD 973F,Light vehicle,Landcruiser,Battery,Electrical,JKT,4895.03,11/13/2024,Battery issue,Preventive,17.38,240.27,27056.22,51897.31,,Minor Service
KBD 351G,Light vehicle,Landcruiser,Air Filter,Air Intake,JKT,6544.61,02/21/2025,Clogged filter,Breakdown,99.22,1129.7,15821.99,35490.67,,Minor Service
KDC 323G,Light vehicle,Probox,Fuel Pump,Fuel System,AutoGen_5,6024.93,07/04/2025,Hydraulic issue,Corrective,129.37,1867.54,28151.65,52828.1,,Minor Service
KBC 137B,Light vehicle,Landcruiser,Hydraulic Pump,Hydraulics,AutoGen_5,11529.57,02/23/2025,Hydraulic issue,Preventive,90.89,1156.57,22477.83,51012.21,,Minor Service
KDC 910H,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_1,10532.71,12/18/2024,Engine noise,Preventive,228.88,1881.23,29307.2,50667.42,,Major Service
KCD 284C,Light vehicle,Landcruiser,Spark Plug,Ignition,AutoGen_5,4992.09,04/22/2025,Low power,Corrective,111.66,1251.82,13218.05,35606.11,,Minor Service
KDC 554B,Light vehicle,Landcruiser,Battery,Electrical,AutoGen_7,4977.42,11/12/2024,Low voltage,Corrective,206.36,1901.4,7489.32,24799.79,,Minor Service
KCD 573E,Light vehicle,Landcruiser,Radiator,Cooling System,AutoGen_4,13681.16,01/28/2025,Overheating,Breakdown,112.16,1522.79,8056.41,40052.57,,Minor Service
KAD 253F,Light vehicle,Probox,Tyre,Wheels,JKT,7499.52,07/12/2024,New tyre,Breakdown,153.72,1969.27,20256.46,34820.32,,Minor Service
KDD 950D,Light vehicle,Probox,Radiator,Cooling System,AutoGen_2,9633.0,09/30/2024,Overheating,Corrective,149.76,1847.74,9551.91,25858.96,,Minor Service
KCC 695F,Light vehicle,Probox,Tyre,Wheels,JKT,3786.29,10/02/2025,Puncture,Breakdown,168.86,1782.94,13439.88,23389.54,,Minor Service
KDA 403G,Light vehicle,Landcruiser,Air Filter,Air Intake,AutoGen_9,6927.51,06/17/2025,Clogged filter,Preventive,53.38,527.36,24240.47,37639.66,,Minor Service
KAD 252B,Light vehicle,Probox,Battery,Electrical,AutoGen_8,13265.16,01/29/2025,Battery issue,Breakdown,75.61,679.36,19193.48,50570.75,,Minor Service
KDC 827E,Light vehicle,Landcruiser,Alternator,Electrical,AutoGen_2,9669.24,08/11/2024,No power output,Breakdown,99.56,953.84,16464.26,40302.22,,Minor Service
KBC 389G,Light vehicle,Probox,Brake Pads,Braking System,AutoGen_10,8318.01,08/01/2025,Low power,Preventive,161.0,1852.88,24391.94,41630.56,,Minor Service
KBB 583F,Light vehicle,Landcruiser,Tyre,Wheels,JKT,6247.86,08/22/2024,Tyre burst,Corrective,89.19,798.7,28812.92,48420.65,,Minor Service
